stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00055005,-31.65,150.2,-999.9,NA,BLACK CREEK,NA,NA,NA
ASN00055006,-31.6405,150.2356,410,NA,BLACKVILLE POST OFFICE,NA,NA,NA
ASN00055007,-30.7056,150.0458,245,NA,BOGGABRI POST OFFICE,NA,NA,NA
ASN00055008,-31.2475,150.4632,296,NA,BREEZA (MAIN STREET),NA,NA,NA
ASN00055009,-31.6,150.4,-999.9,NA,BROWN RIDGE,NA,NA,NA
ASN00055010,-31.5,150.7,-999.9,NA,CASTLE MOUNTAIN,NA,NA,NA
ASN00055011,-30.9094,150.6614,380,NA,SOMERTON (GIRRAWEENA),NA,NA,NA
ASN00055012,-30.5,150.3,484.9,NA,UPPER MOULES CREEK AREA (COOL,A,NA,NA
ASN00055013,-30.7,150.8,-999.9,NA,CUERINDI,NA,NA,NA
ASN00055014,-31.1168,150.2682,273,NA,CURLEWIS POST OFFICE,NA,NA,NA
ASN00055015,-31.3,150.7,-999.9,NA,CURRABUBULA,NA,NA,NA
ASN00055016,-30.9963,151.2292,655,NA,DANGLEMAH (RUTHERGLEN),NA,NA,NA
ASN00055017,-31.5711,149.7762,552,NA,PREMER (EDEN MOOR),NA,NA,NA
ASN00055018,-31.1711,149.6456,375,NA,MULLALEY (GARRAWILLA),NA,NA,NA
ASN00055019,-31.4833,150.8333,490,NA,WALLABADAH (GASPARD),NA,NA,NA
ASN00055020,-30.8333,149.9167,271,NA,BOGGABRI (GHOOLENDAADI),NA,NA,NA
ASN00055021,-31.0167,149.7333,381,NA,MULLALEY (GOOLHI),NA,NA,NA
ASN00055022,-31.0127,150.9545,428,NA,MOORE CREEK (ELIZABETH DRIVE),NA,NA,NA
ASN00055023,-30.9841,150.254,285,NA,GUNNEDAH POOL,NA,NA,9474
ASN00055024,-31.0261,150.2687,307,NA,GUNNEDAH RESOURCE CENTRE,NA,NA,9474
ASN00055025,-31.7928,150.673,495,NA,WILLOW TREE (HIGHLANDS),NA,NA,NA
ASN00055026,-31.8,150.6,-999.9,NA,WILLOW TREE (YARRABAH),NA,NA,NA
ASN00055027,-31.7,150.5,-999.9,NA,WILLOW TREE (JACKS CREEK NO3),NA,NA,NA
ASN00055028,-31.55,150.35,365.8,NA,KICKERBELL,NA,NA,NA
ASN00055029,-31.2667,150.1,300,NA,CURLEWIS (LIGNUM),NA,NA,NA
ASN00055030,-31.0333,151.15,476,NA,LIMBRI POST OFFICE,NA,NA,NA
ASN00055031,-30.7477,150.7196,373,NA,MANILLA POST OFFICE,NA,NA,NA
ASN00055032,-31,151.1,-999.9,NA,MARY VALE,NA,NA,NA
ASN00055033,-30.6167,150.25,350,NA,BOGGABRI (MAYFIELD),NA,NA,NA
ASN00055034,-30.7454,150.0557,290,NA,BOGGABRI (MILCHENGOWRIE),NA,NA,NA
ASN00055035,-31.8,150.5167,445,NA,MILLERS CREEK,NA,NA,NA
ASN00055036,-31.4135,150.4234,312,NA,CAROONA (WEST MOOKI),NA,NA,NA
ASN00055037,-31.5077,150.3986,335,NA,PINE RIDGE (MOOKI SPRINGS),NA,NA,NA
ASN00055038,-31.0976,149.9114,305,NA,MULLALEY POST OFFICE,NA,NA,NA
ASN00055039,-31.3946,150.2488,314,NA,SPRING RIDGE,NA,NA,NA
ASN00055040,-31,150.1,-999.9,NA,NORMANSTONE WELL,NA,NA,NA
ASN00055041,-31.4605,151.1275,595,NA,NUNDLE POST OFFICE,NA,NA,NA
ASN00055042,-30.5,150.7,-999.9,NA,OAKVALE,NA,NA,NA
ASN00055043,-31.7118,150.4135,405,NA,WILLOW TREE  (PARRAWEENA),NA,NA,NA
ASN00055044,-30.7072,150.2891,311,NA,BOGGABRI (PENRYN),NA,NA,NA
ASN00055045,-31.1791,150.0312,353,NA,CURLEWIS (PINE CLIFF),NA,NA,NA
ASN00055046,-31.5271,150.4296,340,NA,PINE RIDGE (BILLABONG),NA,NA,NA
ASN00055047,-31.285,151.305,905,NA,NIANGALA (PRESTWICK),NA,NA,NA
ASN00055048,-31.4167,150.6667,366,NA,QUIPOLLY CREEK POST OFFICE,NA,NA,NA
ASN00055049,-31.5086,150.6792,390,NA,QUIRINDI POST OFFICE,NA,NA,9574
ASN00055050,-30.9389,150.6389,323,NA,SOMERTON POST OFFICE,NA,NA,NA
ASN00055051,-31.3,150.5,299.6,NA,SUNNYSIDE FARM,NA,NA,NA
ASN00055052,-31,151.2,-999.9,NA,SWAMP OAK,NA,NA,NA
ASN00055053,-31.346,149.8285,457,NA,TAMBAR SPRINGS POST OFFICE,NA,NA,NA
ASN00055054,-31.0867,150.8467,404,NA,TAMWORTH AIRPORT,NA,NA,NA
ASN00055055,-30.9604,150.4601,290,NA,CARROLL (THE RANCH),NA,NA,NA
ASN00055056,-31.7273,150.5126,375,NA,WILLOW TREE (GREEN HILLS),NA,NA,NA
ASN00055057,-31.7731,150.2856,465,NA,WILLOW TREE (VALAIS),NA,NA,NA
ASN00055058,-30.4461,149.9378,223,NA,TURRAWAN (WALLAH),NA,NA,NA
ASN00055059,-31.1833,150.1,359.7,NA,CURLEWIS (WANDOBAH),NA,NA,NA
ASN00055060,-31.65,150.6667,396.2,NA,WILLOW TREE (WARRAH),NA,NA,NA
ASN00055061,-31.75,150.25,460,NA,BLACKVILLE (WELTON DALE),NA,NA,NA
ASN00055062,-31.349,150.648,389,NA,WERRIS CREEK POST OFFICE,NA,NA,NA
ASN00055063,-31.6489,150.7261,425,NA,WILLOW TREE (GENERAL STORE),NA,NA,NA
ASN00055064,-31.6001,150.3811,350,NA,PINE RIDGE (WINDY),NA,NA,NA
ASN00055065,-31.166,150.5441,302,NA,BREEZA (THE PARK),NA,NA,NA
ASN00055066,-31.6218,150.8437,640,NA,WALLABADAH (WOODTON),NA,NA,NA
ASN00055067,-31.3038,150.9069,442,NA,GOONOO GOONOO STATION,NA,NA,NA
ASN00055068,-30.5,150.5,499.6,NA,BURINDI,NA,NA,NA
ASN00055069,-31.4494,150.0247,415,NA,YANNERGEE (DOBROYD),NA,NA,NA
ASN00055070,-31.7333,150.0167,-999.9,NA,BUNDULLA,NA,NA,NA
ASN00055071,-31.4568,149.9001,375,NA,PREMER POST OFFICE,NA,NA,NA
ASN00055072,-31.4,150.2,-999.9,NA,SPRING RIDGE,NA,NA,NA
ASN00055073,-31.7,150.5,-999.9,NA,GREEN HILLS (WILLOW TREE),NA,NA,NA
ASN00055074,-31.2,150.8,-999.9,NA,DURI,NA,NA,NA
ASN00055075,-31.1224,150.6957,470,NA,WINTON (MEROO),NA,NA,NA
ASN00055076,-30.5121,150.21190000000001,320,NA,BOGGABRI (KANOWNDA),NA,NA,NA
ASN00055077,-31.8,150.7,-999.9,NA,FERNLEIGH (ST.HELENA),NA,NA,NA
ASN00055078,-31.4149,151.0896,590,NA,NUNDLE (BENONI),NA,NA,NA
ASN00055079,-31.4675,151.2558,1253,NA,HANGING ROCK STATE FOREST,NA,NA,NA
ASN00055080,-31.2667,149.7333,-999.9,NA,GLENELG (URANGRA),NA,NA,NA
ASN00055081,-31.8,150.4167,505,NA,BLACKVILLE (GLASSTON),NA,NA,NA
ASN00055082,-30.4702,150.9539,853,NA,ORABAH (MANILLA (WARRABAH)),NA,NA,NA
ASN00055083,-30.5,150.8167,701,NA,CROW MOUNTAIN (FIG TREE HILL),NA,NA,NA
ASN00055084,-30.5667,150.8833,502.9,NA,MANILLA (LOWRIE CREEK),NA,NA,NA
ASN00055085,-30.5167,151.0333,871.7,NA,URALLA (MOANA),NA,NA,NA
ASN00055086,-30.6167,150.8167,472.4,NA,MANILLA (GLAMORGAN),NA,NA,NA
ASN00055087,-30.6,150.85,619,NA,MANILLA (BUNDALEER),NA,NA,NA
ASN00055088,-30.6,150.95,774.2,NA,MANILLA (BRADFORD PARK),NA,NA,NA
ASN00055089,-30.5833,151.05,774.2,NA,MANILLA (STRATHALBYN),NA,NA,NA
ASN00055090,-30.6242,150.7293,470,NA,UPPER MANILLA (CARMARTHEN),NA,NA,NA
ASN00055091,-30.649,150.7517,363,NA,MANILLA (STRATHFIELD),NA,NA,NA
ASN00055092,-30.6667,150.9167,503,NA,MANILLA (SPRING VALLEY),NA,NA,NA
ASN00055093,-30.6667,151,705,NA,MANILLA (BRACKEN HILLS),NA,NA,NA
ASN00055094,-30.6642,151.0272,725,NA,MANILLA (GLENBARRA),NA,NA,NA
ASN00055095,-30.6333,151.1,738,NA,BENDEMEER (WEST RETREAT),NA,NA,NA
ASN00055096,-30.6767,151.18,804,NA,BENDEMEER (DANEHURST),NA,NA,NA
ASN00055097,-30.75,150.7167,366,NA,MANILLA (BELL HOMESTEAD),NA,NA,NA
ASN00055098,-30.7167,150.7667,384,NA,HALLS CREEK (LEONARD PARK),NA,NA,NA
ASN00055099,-30.7064,150.8264,390,NA,MANILLA (EAST LYNNE),NA,NA,NA
ASN00055100,-30.7461,150.9069,435,NA,MANILLA (THE PRAIRIES),NA,NA,NA
ASN00055101,-30.7167,150.9833,755.9,NA,WATSONS CREEK (BUNGENDORE),NA,NA,NA
ASN00055102,-30.7367,151.0633,870,NA,WATSONS CREEK (FAIRLANDS),NA,NA,NA
ASN00055103,-30.6929,151.1214,770,NA,WATSONS CREEK (TILMUNDA),NA,NA,NA
ASN00055104,-30.7667,150.8167,457,NA,MANILLA (BROWNING VALE),NA,NA,NA
ASN00055105,-30.7967,150.8647,545,NA,ATTUNGA (TARANA),NA,NA,NA
ASN00055106,-30.7667,150.9333,499.9,NA,HALLS CREEK (ROSCOMMON),NA,NA,NA
ASN00055107,-30.8167,150.9667,609.6,NA,HALLS CREEK (GLENWICK),NA,NA,NA
ASN00055108,-30.8333,151,615.7,NA,HALLS CREEK (EAST END),NA,NA,NA
ASN00055109,-30.7992,151.1089,790,NA,BENDEMEER (GLENCLAIR),NA,NA,NA
ASN00055110,-30.7667,151.1167,829.1,NA,BENDEMEER (LONGFORD),NA,NA,NA
ASN00055111,-30.7167,151.2167,939,NA,BENDEMEER (BIRALEE),NA,NA,NA
ASN00055112,-30.8,151.1833,798.6,NA,BENDEMEER (BRAEMAR),NA,NA,NA
ASN00055113,-30.8,151.3,914,NA,BENDEMEER (SUNNYSIDE),NA,NA,NA
ASN00055114,-30.75,151.3667,1082,NA,KENTUCKY (STANDBYE),NA,NA,NA
ASN00055115,-30.75,151.15,908.3,NA,BENDEMEER (YARRAGOOL),NA,NA,NA
ASN00055116,-30.9,150.6,338,NA,SOMERTON (TRELAWNEY),NA,NA,NA
ASN00055117,-30.95,150.55,324,NA,CARROLL GAP (KURRAWONG),NA,NA,NA
ASN00055118,-30.9179,150.7001,375,NA,SOMERTON (CLERMONT PARK),NA,NA,NA
ASN00055119,-30.8867,150.6717,442,NA,SOMERTON (LONOU),NA,NA,NA
ASN00055120,-30.931,150.7869,381,NA,ATTUNGA (THE PINES),NA,NA,NA
ASN00055121,-30.8833,150.8167,439,NA,ATTUNGA (KERRIBREE),NA,NA,NA
ASN00055122,-30.8415,150.9097,471,NA,ATTUNGA (MINDEROO),NA,NA,NA
ASN00055123,-30.9,150.9833,963.2,NA,ROSEHILL (MOONBI),NA,NA,NA
ASN00055124,-30.85,151.05,624.8,NA,BENDEMEER (GLENDON),NA,NA,NA
ASN00055125,-30.9167,151.1333,920.5,NA,GLEN ROSE (BENDEMEER),NA,NA,NA
ASN00055126,-30.8667,151.2333,901,NA,BENDEMEER (GLEN MORANGIE),NA,NA,NA
ASN00055127,-30.8333,151.3167,945,NA,WOOLBROOK (MOHONGA),NA,NA,NA
ASN00055128,-30.9,151.2833,884,NA,WOOLBROOK (CONGI),NA,NA,NA
ASN00055129,-30.85,151.3833,103,NA,WOOLBROOK (TOP CONGI),NA,NA,NA
ASN00055130,-30.95,151.25,1006,NA,WOOLBROOK (NERSTANE),NA,NA,NA
ASN00055131,-30.95,151.4,1018,NA,WALCHA ROAD POST OFFICE,NA,NA,NA
ASN00055132,-30.9667,150.8667,351,NA,TAMWORTH (OMAHA),NA,NA,NA
ASN00055133,-30.45,150.9,472.4,NA,MOOR CREEK (GLEN BOVIE),NA,NA,NA
ASN00055134,-30.95,151.05,853.4,NA,HANWOOD (MOONBI),NA,NA,NA
ASN00055135,-30.95,151.1,804.7,NA,MOONBI (THE RANCH),NA,NA,NA
ASN00055136,-30.9672,151.3451,910,NA,WOOLBROOK (DANGLEMAH ROAD),NA,NA,9479
ASN00055137,-31.0167,150.8333,396,NA,GIDLEY (GREENDALE),NA,NA,NA
ASN00055138,-31.0123,150.643,370,NA,SOMERTON (KALLAROO),NA,NA,NA
ASN00055139,-31,150.7833,421,NA,BYAMEE (MILROY),NA,NA,NA
ASN00055140,-31.0101,150.7127,378,NA,SOMERTON (GLEN BURN),NA,NA,NA
ASN00055141,-31,150.9167,389,NA,MOOR CREEK (ORROROO),NA,NA,NA
ASN00055142,-31,150.9833,426.7,NA,MOOR CREEK (MOONGABAH),NA,NA,NA
ASN00055143,-31.0193,151.0659,462,NA,MOONBI (BELLEVUE),NA,NA,NA
ASN00055144,-31.05,151.0833,-999.9,NA,KOOTINGAL (ORANGE GROVE),NA,NA,NA
ASN00055145,-31,151.2833,740,NA,WOOLBROOK (MASONDALE),NA,NA,NA
ASN00055146,-31.0367,151.3333,1050,NA,WOOLBROOK (BACK CREEK STATION,),NA,NA
ASN00055147,-31.05,151.4,1e3,NA,WOOLBROOK (CLYDE),NA,NA,NA
ASN00055148,-31.0586,151.055,420,NA,KOOTINGAL (GATE ST),NA,NA,NA
ASN00055149,-31.0806,150.6817,405,NA,WINTON (NIOKA),NA,NA,NA
ASN00055150,-31.1,150.8167,426.7,NA,BITHRAMERE (FAIRVIEW),NA,NA,NA
ASN00055151,-31.0833,150.95,427,NA,TAMWORTH C.S.094,NA,NA,NA
ASN00055152,-31.05,150.9833,549,NA,TAMWORTH (BOXVIEW),NA,NA,NA
ASN00055153,-31.1,151.0167,427,NA,HEMINGHA (WOOLBOURNE),NA,NA,NA
ASN00055154,-31.0589,151.2233,525,NA,LIMBRI PARK,NA,NA,NA
ASN00055155,-31.1167,151.2833,615.7,NA,LIMBRI (SIRENE),NA,NA,NA
ASN00055156,-31.0833,150.8833,387.1,NA,TAMWORTH (HEWITT),NA,NA,NA
ASN00055157,-31.0853,150.658,434,NA,WINTON (DALBLAIR),NA,NA,NA
ASN00055158,-31.1564,150.8655,418,NA,WARRAL (HILLSIA),NA,NA,NA
ASN00055159,-31.1333,150.95,487.7,NA,CALALA (LYINKA),NA,NA,NA
ASN00055160,-31.1656,151.0627,425,NA,NEMINGAH (CRESTFIELD),NA,NA,NA
ASN00055161,-31.1167,151.15,495,NA,KOOTINGAL (STRATHALLYN),NA,NA,NA
ASN00055162,-31.1728,151.1958,560,NA,DUNGOWAN (ECHO HILLS),NA,NA,NA
ASN00055163,-31.1833,151.2167,570,NA,KOOTINGAL (LECONFIELD),NA,NA,NA
ASN00055164,-31.1805,151.3031,690,NA,WEABONGA (STONELEIGH),NA,NA,NA
ASN00055165,-31.15,151.3833,1049.7,NA,WOOLBROOK (DIMBEROY),NA,NA,NA
ASN00055166,-31.2248,150.9249,427,NA,TAMWORTH (BAHREENAH),NA,NA,NA
ASN00055167,-31.1833,150.75,423,NA,DURI (WYALLA),NA,NA,NA
ASN00055168,-31.1833,150.85,426.7,NA,MANDOWA (WARRAL),NA,NA,NA
ASN00055169,-31.1866,151.0687,420,NA,PIALLAMORE (WINDERMERE),NA,NA,NA
ASN00055170,-31.2188,151.1167,440,NA,DUNGOWAN (THE JUNCTION),NA,NA,NA
ASN00055171,-31.2533,151.185,480,NA,DUNGOWAN STATION,NA,NA,NA
ASN00055172,-31.2124,151.3168,720,NA,WEABONGA (MONOMEETH),NA,NA,NA
ASN00055173,-31.1833,151.3667,1036.3,NA,MELROSE (INGLEBA),NA,NA,NA
ASN00055174,-31.25,150.8,473,NA,DURI (NARDOO),NA,NA,NA
ASN00055175,-31.25,150.9833,518.2,NA,LOOMBERAH (GLENORE),NA,NA,NA
ASN00055176,-31.2573,151.0842,540,NA,LOOMBERAH (PENDENE),NA,NA,NA
ASN00055177,-31.3123,151.1334,500,NA,WOOLOMIN (NORTHCOTTE),NA,NA,NA
ASN00055178,-31.5314,151.9331,555,NA,DUNGOWAN (WEEN ALLYN),NA,NA,NA
ASN00055179,-31.3,151.35,945,NA,NIANGALA (YANGARATA),NA,NA,NA
ASN00055180,-31.3,151.4167,1133.9,NA,NIANGALA POST OFFICE,NA,NA,NA
ASN00055181,-31.2547,151.1208,465,NA,DUNGOWAN (RAVENCROFT),NA,NA,NA
ASN00055182,-31.32,150.9875,505,NA,LOOMBERAH (GLENROSS),NA,NA,NA
ASN00055183,-31.2962,150.8606,477,NA,DURI (ASHGROVE) NO 142,NA,NA,NA
ASN00055184,-31.3833,150.9667,490,NA,LOOMBERAH (TARWARRI),NA,NA,NA
ASN00055185,-31.3167,150.05,610,NA,LOOMBERAH (WONGARINA),NA,NA,NA
ASN00055186,-31.3432,151.2945,580,NA,OGUNBIL (BEANA BRAE),NA,NA,NA
ASN00055187,-31.35,151.3833,1243.6,NA,NIANGALA (UNDARA),NA,NA,NA
ASN00055188,-30.9397,149.8536,272,NA,MULLALEY (DERWENTVILLE),NA,NA,NA
ASN00055189,-31.34,151.1762,530,NA,WOOLOMIN (CULWULLA),NA,NA,NA
ASN00055190,-31.3658,150.8357,579,NA,GOWRIE SOUTH,NA,NA,NA
ASN00055191,-31.3667,151.1167,518,NA,BOWLING ALLEY POINT (GOONOOLE,T,NA,NA
ASN00055192,-31.4,151.1833,838,NA,NUNDLE (MANILDRA),NA,NA,NA
ASN00055193,-31.3733,151.3498,650,NA,OGUNBIL (WATERFALL),NA,NA,NA
ASN00055194,-31.3365,150.8537,518,NA,GOWRIE NORTH,NA,NA,NA
ASN00055195,-31.4373,150.8913,638,NA,GOWRIE (LALLYBROCH),NA,NA,NA
ASN00055196,-31.4433,151.0167,548.6,NA,NUNDLE (KOOROON),NA,NA,NA
ASN00055197,-31.5167,150.9833,685.8,NA,QUIRINDI (WHALLIA),NA,NA,NA
ASN00055198,-31.3667,151.4,1240,NA,NIANGALA (MOORAH),NA,NA,NA
ASN00055199,-31.5833,151.05,707.1,NA,BACK CREEK (NUNDLE),NA,NA,NA
ASN00055200,-31.4855,151.1922,1100,NA,HANGING ROCK (ANDEVA),NA,NA,NA
ASN00055201,-30.8237,150.317,296,NA,KELVIN (KAHANA),NA,NA,NA
ASN00055202,-30.9537,150.2494,262.6,NA,GUNNEDAH AIRPORT AWS,NA,NA,9574
ASN00055203,-31.6,150.2,-999.9,NA,BLACKVILLE 2,NA,NA,NA
ASN00055204,-30.7,150,-999.9,NA,BOGGABRI 2,NA,NA,NA
ASN00055205,-31.4,149.9,-999.9,NA,BOMERA,NA,NA,NA
ASN00055207,-31.5333,149.9833,-999.9,NA,BUNDELLA,NA,NA,NA
ASN00055208,-30.8833,150.2,259.1,NA,BURBURGATE,NA,NA,NA
ASN00055209,-31.4,150.2,-999.9,NA,COOLANBILLA,NA,NA,NA
ASN00055210,-31.7,150.1,-999.9,NA,COOMOO COOMOO,NA,NA,NA
ASN00055211,-31.1167,150.7667,-999.9,NA,DALBLAIR,NA,NA,NA
ASN00055212,-31.5,149.9,-999.9,NA,ELLERSLIE 2,NA,NA,NA
ASN00055213,-31.5,150.2,-999.9,NA,GOWRIE (ROTHERFIELD),NA,NA,NA
ASN00055214,-31.6,151.2,-999.9,NA,HANGING ROCK 1,NA,NA,NA
ASN00055215,-31.7,150.5,-999.9,NA,WILLOW TREE (HARRISONS RIDGE),NA,NA,NA
ASN00055216,-30.45,150.7167,-999.9,NA,IRON BARK,NA,NA,NA
ASN00055217,-31.2,151.1,-999.9,NA,LOOMBORAH,NA,NA,NA
ASN00055218,-31.3,151,-999.9,NA,MARSDEN PARK 2,NA,NA,NA
ASN00055219,-30.8,150.6,-999.9,NA,MILLIWINDI,NA,NA,NA
ASN00055220,-30.9585,150.1505,310,NA,GUNNEDAH (BELTANA),NA,NA,NA
ASN00055221,-31.1167,150.9167,-999.9,NA,TAMWORTH DOMINICAN CONVENT,NA,NA,NA
ASN00055222,-31.1,150.9,-999.9,NA,TAMWORTH WEST,NA,NA,NA
ASN00055223,-30.8986,150.245,260,NA,GUNNEDAH (BENGALALA),NA,NA,NA
ASN00055224,-30.9,151.2,-999.9,NA,WOLLUN,NA,NA,NA
ASN00055225,-30.9333,151.3167,-999.9,NA,TARA 2,NA,NA,NA
ASN00055226,-30.7833,149.8833,-999.9,NA,BLAIRMORE 1,NA,NA,NA
ASN00055227,-30.7667,150.4333,-999.9,NA,TREMAYNE,NA,NA,NA
ASN00055228,-30.9,150.45,-999.9,NA,TULCUMBAH,NA,NA,NA
ASN00055229,-30.7333,150.8833,415,NA,MANILLA (UKOLAN),NA,NA,NA
ASN00055230,-31.0667,150.05,-999.9,NA,ABBOTSLEA,NA,NA,NA
ASN00055231,-31.2167,149.9667,-999.9,NA,BANDO RIDGE,NA,NA,NA
ASN00055232,-30.8833,150.1167,-999.9,NA,BIWONDAH,NA,NA,NA
ASN00055233,-30.8667,150.9833,-999.9,NA,ROOWENA FORMER HALLS CREEK HM,S,NA,NA
ASN00055234,-31.0167,150.4833,-999.9,NA,TELBA,NA,NA,NA
ASN00055235,-31.4833,151.15,500,NA,NUNDLE SHIRE COUNCIL,NA,NA,NA
ASN00055236,-31.5415,150.8361,480,NA,WALLABADAH (MARTYN ST),NA,NA,NA
ASN00055237,-31.6683,150.325,380,NA,BLACKVILLE (KOUMALA),NA,NA,NA
ASN00055238,-31.6477,150.4972,390,NA,PINE RIDGE (BOONDARI),NA,NA,NA
ASN00055239,-31.5879,150.4804,340,NA,PINE RIDGE (ROUND ISLAND),NA,NA,NA
ASN00055240,-31.4833,150.55,323,NA,QUIRINDI (GIBIHI),NA,NA,NA
ASN00055241,-31.5438,150.5838,352,NA,QUIRINDI (BOXWOOD),NA,NA,NA
ASN00055242,-31.5167,150.6333,366,NA,BRAEFIELD (HUNDAY),NA,NA,NA
ASN00055243,-31.6141,150.7747,580,NA,WILLOW TREE (GLENORA),NA,NA,NA
ASN00055244,-31.6352,150.5736,402,NA,WILLOW TREE (COOINDA),NA,NA,NA
ASN00055245,-31.5008,151.0271,670,NA,NUNDLE (KEEVA),NA,NA,NA
ASN00055246,-31.7,150.7833,475.5,NA,KANKOOL (THE COTTAGE),NA,NA,NA
ASN00055247,-31.75,150.3667,408,NA,WILLOW TREE (TALLAWANG),NA,NA,NA
ASN00055248,-31.7249,150.5837,370,NA,WILLOW TREE (KELVERTON),NA,NA,NA
ASN00055249,-31.8,150.6167,442,NA,THE OAKS,NA,NA,NA
ASN00055250,-31.7333,150.6667,451.1,NA,WARRAH CREEK (ROSCRAE),NA,NA,NA
ASN00055251,-31.7333,150.75,533.4,NA,WILLOW TREE (AVOCA),NA,NA,NA
ASN00055252,-31.7199,150.7859,585,NA,WILLOW TREE (TEMI),NA,NA,NA
ASN00055253,-30.9671,150.6946,330,NA,SOMERTON (BECTIVE WEST),NA,NA,NA
ASN00055254,-30.7902,150.629,370,NA,MANILLA (FERN HILL),NA,NA,NA
ASN00055255,-31.5269,150.7633,425,NA,QUIRINDI (SPRING VALE),NA,NA,NA
ASN00055256,-31.55,150.55,335,NA,QUIRINDI (RED BRAES),NA,NA,NA
ASN00055257,-31.2208,150.8213,456,NA,DURI (DUNGOWAN RD),NA,NA,NA
ASN00055258,-30.8167,150.8167,518.2,NA,MANILLA (BRAEMAR),NA,NA,NA
ASN00055259,-31.6167,150.85,-999.9,NA,WALLABADAH,NA,NA,NA
ASN00055262,-31.3505,151.3177,585,NA,OGUNBIL (AMAROO),NA,NA,NA
ASN00055263,-30.9582,149.6844,375,NA,MULLALEY(KEIGHO),NA,NA,NA
ASN00055264,-31.5103,150.19,303,NA,BOGGABRI (WILLOWDALE),NA,NA,NA
ASN00055265,-30.54,150.0233,232,NA,BOGGABRI (MERRIENDI),NA,NA,NA
ASN00055266,-30.65,150.4833,518,NA,KELVIN (NARRAWARRA),NA,NA,NA
ASN00055267,-30.8667,150.15,256,NA,GUNNEDAH (YARALLA),NA,NA,NA
ASN00055268,-30.8325,149.7745,370,NA,BOGGABRI (BE-BARA),NA,NA,NA
ASN00055269,-30.6667,149.8833,260,NA,BOGGABRI (CALOOLA),NA,NA,NA
ASN00055271,-31.1033,149.6633,335,NA,MULLALEY (BALMORAL),NA,NA,NA
ASN00055272,-30.8461,150.2431,259,NA,GUNNEDAH (COLSTOUN SOUTH),NA,NA,NA
ASN00055273,-30.8202,149.8366,298,NA,BOGGABRI (NEOTSFIELD),NA,NA,NA
ASN00055274,-30.7784,150.4359,409,NA,KELVIN (CARELLAN),NA,NA,NA
ASN00055275,-31.2874,150.5394,299,NA,BREEZA (ALPHA),NA,NA,NA
ASN00055276,-30.8828,150.4928,304,NA,KEEPIT DAM,NA,NA,NA
ASN00055278,-30.9833,150.4167,243.8,NA,KIBAH,NA,NA,NA
ASN00055279,-31.0938,150.7382,425,NA,TAMWORTH (HILLGROVE),NA,NA,NA
ASN00055280,-31.5833,150.8333,1443.5,NA,TRIG VALE (CRAWNEY),NA,NA,NA
ASN00055281,-31.3833,149.6833,396,NA,ULIMAN (BRENTWOOD),NA,NA,NA
ASN00055282,-31.4753,150.5439,330,NA,PINE RIDGE (RANGARI),NA,NA,NA
ASN00055283,-30.6946,150.7772,381,NA,MANILLA (CUERINDI),NA,NA,NA
ASN00055287,-31.6,150.1833,427,NA,YARRAMAN NORTH,NA,NA,NA
ASN00055289,-31.4833,151.3,1219.2,NA,NUNDLE (MOUNT VIEW),NA,NA,NA
ASN00055290,-31.6667,150.7333,396.2,NA,WILLOW TREE (DENOAN),NA,NA,NA
ASN00055291,-30.6344,150.6725,387,NA,UPPER MANILLA POST OFFICE,NA,NA,NA
ASN00055292,-31.3,151.4,-999.9,NA,NIANGALA,NA,NA,NA
ASN00055293,-30.75,150.6167,365.8,NA,MANILLA (AVOCA),NA,NA,NA
ASN00055294,-31.3441,150.6715,405,NA,WERRIS CREEK (MANEROO),NA,NA,NA
ASN00055296,-30.7669,151.2475,855,NA,BENDEMEER (BANALASTA),NA,NA,NA
ASN00055297,-31.6982,150.2471,463,NA,BLACKVILLE (JUNBARLEE),NA,NA,NA
ASN00055298,-31.3984,151.1527,585,NA,BOWLING ALLEY POINT (POPLARS),NA,NA,NA
ASN00055299,-30.6833,150.05,-999.9,NA,ROBERTSONS MOUNT,NA,NA,NA
ASN00055300,-31.5833,151.1833,420,NA,BLACKVILLE (WIMBOYNE),NA,NA,NA
ASN00055301,-31.0108,149.766,304,NA,MULLALEY (KIRKBRIGHT),NA,NA,NA
ASN00055302,-31.3556,151.1358,520,NA,NUNDLE (CHAFFEY DAM),NA,NA,NA
ASN00055303,-30.8098,150.7524,420,NA,MANILLA (ROSEDALE),NA,NA,NA
ASN00055304,-31.0194,149.9066,288,NA,MULLALEY (FAIRWINDS),NA,NA,NA
ASN00055309,-31.1472,151.2306,1050,NA,DUNGOWAN (GLENDOWER MOUNTAIN,(,NA,NA
ASN00055311,-31.2171,150.8185,475,NA,DURI POST OFFICE,NA,NA,NA
ASN00055313,-31.2717,150.9167,450,NA,GOONOO GOONOO (GOONOO GOONOO,C,NA,NA
ASN00055314,-30.5631,150.895,465,NA,MANILLA (TARWONGA),NA,NA,NA
ASN00055316,-30.985,151.3089,825,NA,WOOLBROOK (GLENVIEW),NA,NA,NA
ASN00055317,-30.6,149.9,236,NA,BAAN BAA,NA,NA,NA
ASN00055319,-30.6126,150.5862,530,NA,UPPER MANILLA (GLENBORAH),NA,NA,NA
ASN00055320,-31.0407,151.1771,520,NA,LIMBRI (JO-CAR),NA,NA,NA
