stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00082023,-36.7,146.4,-999.9,NA,KING VALLEY,NA,NA,NA
ASN00082024,-36.1523,147.4938,595,NA,KOETONG,NA,NA,NA
ASN00082025,-36.8167,145.95,190.5,NA,LIMA EAST,NA,NA,NA
ASN00082026,-36.2833,147.6167,-999.9,NA,LUCYVALE,NA,NA,NA
ASN00082027,-36.6,146.4,-999.9,NA,MEADOW CREEK,NA,NA,NA
ASN00082028,-36.2,146.9,-999.9,NA,MIDDLE CREEK (LENEVA),NA,NA,NA
ASN00082029,-36.456,146.4299,158,NA,MILAWA BROWN BROS,NA,NA,NA
ASN00082030,-36.55,147.4,356.6,NA,MITTA MITTA,NA,NA,NA
ASN00082032,-36.576,146.3784,170,NA,MOYHU,NA,NA,NA
ASN00082033,-36.6975,146.2852,271,NA,MYRRHEE (JOELYN),NA,NA,NA
ASN00082034,-36.5667,146.7333,222.5,NA,MYRTLEFORD POST OFFICE,NA,NA,NA
ASN00082035,-36.3336,147.7968,430,NA,NARIEL CREEK  (SIMPSON),NA,NA,NA
ASN00082036,-36.3,146.9,-999.9,NA,OSBORNES FLAT,NA,NA,NA
ASN00082037,-36.9667,145.5,510.5,NA,RUFFY,NA,NA,NA
ASN00082038,-36.055,146.4783,169,NA,RUTHERGLEN POST OFFICE,NA,NA,NA
ASN00082039,-36.1047,146.5094,175,NA,RUTHERGLEN RESEARCH,NA,NA,9583
ASN00082040,-36.05,146.4,121.9,NA,RUTHERGLEN NETHERBY WINE,NA,NA,NA
ASN00082041,-36.1859,146.4694,190,NA,SPRINGHURST,NA,NA,NA
ASN00082042,-36.8472,145.7308,502,NA,STRATHBOGIE,NA,NA,9584
ASN00082043,-36.7872,145.8225,557,NA,STRATHBOGIE NORTH,NA,NA,NA
ASN00082044,-36.4333,147.2,-999.9,NA,TALLANDOON POST OFFICE,NA,NA,NA
ASN00082045,-36.2161,147.1764,205,NA,TALLANGATTA DCNR,NA,NA,NA
ASN00082046,-36.2506,147.0258,173,NA,TANGAMBALANGA NE DAIRY,NA,NA,NA
ASN00082047,-36.1871,147.3551,220,NA,TALLANGATTA (BULLIOH),NA,NA,NA
ASN00082048,-36.3,148,-999.9,NA,THOWGLA UPPER,NA,NA,NA
ASN00082049,-36.6425,145.7234,183,NA,VIOLET TOWN,NA,NA,NA
ASN00082050,-36,146.4,-999.9,NA,WAHGUNYAH NURSERY,NA,NA,NA
ASN00082051,-36,146.4,138,NA,WAHGUNYAH,NA,NA,NA
ASN00082052,-35.9645,147.7374,215,NA,WALWA,NA,NA,NA
ASN00082053,-36.3667,146.3,150,NA,WANGARATTA,NA,NA,NA
ASN00082054,-36.65,145.8833,259,NA,WARRENBAYNE (BADDAGINNIE),NA,NA,NA
ASN00082055,-36.5031,146.6019,181,NA,WHOROULY,NA,NA,NA
ASN00082056,-36.1167,146.9,152,NA,WODONGA EXPRESS,NA,NA,NA
ASN00082057,-36.3025,146.7299,392,NA,WOORAGEE,NA,NA,NA
ASN00082058,-36.3111,146.8381,301,NA,YACKANDANDAH,NA,NA,NA
ASN00082059,-36.4167,146.7667,-999.9,NA,STANLEY STATE FOREST,NA,NA,NA
ASN00082060,-36.1992,148.02440000000001,280,NA,TOWONG UPPER,NA,NA,NA
ASN00082061,-36.7025,146.0342,235,NA,SWANPOOL (TIREE),NA,NA,NA
ASN00082062,-36.0508,147.9389,250,NA,TINTALDRA,NA,NA,NA
ASN00082063,-36.6833,147.2333,-999.9,NA,ESKDALE (LITTLE SNOWY CREEK),NA,NA,NA
ASN00082064,-36.4167,146.8667,-999.9,NA,BRUARONG,NA,NA,NA
ASN00082065,-36.2833,147.4,-999.9,NA,WYEEBOO,NA,NA,NA
ASN00082066,-36.2,147.9,256,NA,CORRYONG FORESTRY,NA,NA,NA
ASN00082067,-36.7333,147.7667,-999.9,NA,GIBBO RIVER AREA (PEACEFUL VA,L,NA,NA
ASN00082068,-36.5293,147.3749,320,NA,MITTA MITTA FORESTRY,NA,NA,NA
ASN00082069,-36.5531,146.4583,202,NA,BOBINAWARRAH,NA,NA,NA
ASN00082070,-36.7,145.6,-999.9,NA,BALMATTUM EAST,NA,NA,NA
ASN00082071,-36.15,146.65,-999.9,NA,BARNAWARTHA,NA,NA,NA
ASN00082072,-36.55,145.95,-999.9,NA,BENALLA (RYANS CREEK 1),NA,NA,NA
ASN00082073,-36.55,145.95,-999.9,NA,BENALLA (RYANS CREEK 2),NA,NA,NA
ASN00082074,-36.25,147.7,-999.9,NA,BERRINGAMA,NA,NA,NA
ASN00082075,-36.3,148.05,-999.9,NA,BIGGARA,NA,NA,NA
ASN00082076,-36.5353,147.4984,365,NA,DARTMOUTH RESERVOIR,NA,NA,9488
ASN00082077,-36.5,147,-999.9,NA,DEDERANG,NA,NA,NA
ASN00082078,-36.45,147.3,-999.9,NA,ESKDALE,NA,NA,NA
ASN00082079,-36.5,146.2,-999.9,NA,GLENROWAN,NA,NA,NA
ASN00082080,-36.9,145.6,-999.9,NA,GOORAM (LARNEUK),NA,NA,NA
ASN00082081,-36,146.5,-999.9,NA,GOORAMADDA,NA,NA,NA
ASN00082082,-36.2,147,-999.9,NA,HUON LANE,NA,NA,NA
ASN00082083,-36.804,145.418,180,NA,LONGWOOD,NA,NA,NA
ASN00082084,-36.7136,145.7603,330,NA,BOHO (HONEYSUCKLE CK U/S VIOL,E,NA,NA
ASN00082085,-36.1,146.55,-999.9,NA,RUTHERGLEN VITICULTURE COLLEG,E,NA,NA
ASN00082086,-36.6,147.4,122,NA,SNOWY CREEK STATION (ROCKALPI,N,NA,NA
ASN00082087,-36.4,146.8,-999.9,NA,STANLEY,NA,NA,NA
ASN00082088,-36.1347,146.8889,158,NA,WODONGA SOUTH,NA,NA,NA
ASN00082089,-37.0018,145.568,552,NA,TERIP TERIP,NA,NA,NA
ASN00082090,-36.4793,147.0297,261,NA,DEDERANG,NA,NA,NA
ASN00082091,-36.1667,147.35,-999.9,NA,HINDLETON (MONIVAE),NA,NA,NA
ASN00082092,-36.1821,147.5515,745,NA,SHELLEY,NA,NA,NA
ASN00082093,-36.4658,146.2217,305,NA,GLENROWAN POST OFFICE,NA,NA,NA
ASN00082094,-36.595,145.865,-999.9,NA,BADDAGINNIE,NA,NA,NA
ASN00082096,-36.9005,145.5228,276,NA,CREIGHTONS CREEK (BARONGA (CR,E,NA,NA
ASN00082097,-36.1873,147.305,210,NA,BULLIOH (WOOD HILL),NA,NA,NA
ASN00082098,-36.7497,146.1178,250,NA,TATONG (ALANDALE),NA,NA,NA
ASN00082099,-36.5171,147.071,260,NA,GUNDOWRING UPPER,NA,NA,NA
ASN00082100,-36.1333,147,198,NA,BONEGILLA,NA,NA,NA
ASN00082101,-36.4264,146.5106,150,NA,EVERTON (DAWSON),NA,NA,NA
ASN00082102,-36.143,147.3772,320,NA,BULLIOH (HINDLETON),NA,NA,NA
ASN00082103,-36.0243,147.5475,224,NA,BURROWYE STATION,NA,NA,NA
ASN00082105,-36.8314,146.3982,292.6,NA,WHITFIELD (KING RIVER AT CHES,H,NA,NA
ASN00082107,-36.855,146.0046,273,NA,LIMA SOUTH (LAKE NILLAHCOOTIE,),NA,NA
ASN00082109,-36.6133,146.1131,210,NA,MOLYULLAH (KILLANOOLA),NA,NA,NA
ASN00082110,-36.7333,146.1167,-999.9,NA,TATONG,NA,NA,NA
ASN00082111,-36.497,146.6634,266,NA,GAPSTED,NA,NA,NA
ASN00082112,-36.6533,146.8567,-999.9,NA,OVENS RIVER @ EUROBIN,NA,NA,NA
ASN00082113,-36.5617,146.7125,205,NA,MYRTLEFORD,NA,NA,NA
ASN00082114,-36.35,146.3333,-999.9,NA,WANGARATTA TOWN HALL,NA,NA,NA
ASN00082115,-36.4667,146.0333,-999.9,NA,BENALLA (FARNLEY),NA,NA,NA
ASN00082116,-36.6083,146.3583,-999.9,NA,MYRRHEE (BOGGY CK AT ANGLESID,E,NA,NA
ASN00082117,-36.1256,147.0995,262,NA,BETHANGA,NA,NA,NA
ASN00082118,-36.6333,146.7,-999.9,NA,BUFFALO RIVER SOUTH,NA,NA,NA
ASN00082119,-36.5,146.55,-999.9,NA,WHOROULY NORTH,NA,NA,NA
ASN00082120,-36.51,147.2061,345,NA,ESKDALE (LAUREL HILL),NA,NA,NA
ASN00082121,-36.35,146.3417,-999.9,NA,OVENS RIVER (WANGARATTA),NA,NA,NA
ASN00082122,-36.1167,146.1333,164,NA,WODONGA SENTINEL OFFICE,NA,NA,NA
ASN00082123,-36.05,147.9333,-999.9,NA,TINTALDRA (JEPHCOTT),NA,NA,NA
ASN00082124,-36.8167,145.7667,547.1,NA,STRATHBOGIE PINE RIDGE,NA,NA,NA
ASN00082126,-36.8833,145.7,159,NA,STRATHBOGIE (BRAE BANK),NA,NA,NA
ASN00082127,-36.1425,146.2486,140,NA,PEECHELBA EAST,NA,NA,NA
ASN00082128,-36.5131,146.4483,-999.9,NA,HURDLE CK AT BOBINAWARRAH,NA,NA,NA
ASN00082129,-37.0167,145.8,338,NA,WOODFIELD,NA,NA,NA
ASN00082130,-36.2619,146.8556,780,NA,MOUNT BARANDUDA TELECOM,NA,NA,NA
ASN00082134,-36.693600000000004,145.8785,225,NA,WARRENBAYNE,NA,NA,NA
ASN00082135,-36.2333,146.7833,366,NA,INDIGO UPPER (YARRANDOO),NA,NA,NA
ASN00082136,-36.7864,145.6081,182,NA,EUROA (BOONAH),NA,NA,NA
ASN00082137,-36.3192,146.6803,330,NA,BEECHWORTH WOOLSHED,NA,NA,9489
ASN00082138,-36.4206,146.3056,152.6,NA,WANGARATTA AERO,NA,NA,9488
ASN00082139,-36.2136,147.5394,981,NA,HUNTERS HILL,NA,NA,9487
ASN00082140,-36.8542,145.9381,340,NA,LIMA EAST (CHARNWOOD),NA,NA,NA
ASN00082141,-36.6733,145.4961,140,NA,EUROA (MIEPOLL),NA,NA,NA
ASN00082142,-36.9461,146.2197,915,NA,TOLMIE (MOUNT TABLETOP REPEAT,E,NA,NA
ASN00082143,-36.7861,145.6581,220,NA,SHEANS CREEK (HERONSLEA),NA,NA,NA
ASN00082144,-36.8167,145.64,300,NA,KELVIN VIEW (WATERHOUSE RESER,V,NA,NA
ASN00082145,-36.8753,145.5783,255,NA,GOORAM (HILLSIDE),NA,NA,NA
ASN00082146,-36.9322,145.5842,320,NA,GOORAM (MORELLA),NA,NA,NA
ASN00082147,-36.9217,145.6769,495,NA,MERTON (ENDERLEE),NA,NA,NA
ASN00082148,-36.8278,145.8494,590,NA,TOO ROUR (MOROKO PARK),NA,NA,NA
ASN00082149,-36.7858,145.5683,190,NA,EUROA (CASTLE CK AT TELFORD B,R,NA,NA
ASN00082151,-36.8628,145.7333,470,NA,SEVEN CREEKS AT STRATHBOGIE,NA,NA,NA
ASN00082153,-36.8206,145.705,580,NA,KITHBROOK (BALQUHAIN),NA,NA,NA
ASN00082154,-36.8892,145.6814,440,NA,SEVEN CREEKS AT D/S POLLY MCQ,U,NA,NA
ASN00082155,-36.8211,146.1278,430,NA,HOLLAND CK AT WRIGHTLEY,NA,NA,NA
ASN00082156,-36.7903,146.28,-999.9,NA,MYRHEE (HANDCOCKS),NA,NA,NA
ASN00082157,-36.74,146.34,-999.9,NA,MYRRHEE (CRYERS),NA,NA,NA
ASN00082158,-36.7478,146.5362,-999.9,NA,EDI UPPER (BLACK RANGE TROUT,F,NA,NA
ASN00082162,-36.5775,146.8203,253,NA,HAPPY VALLEY CREEK AT ROSEWHI,T,NA,NA
ASN00082163,-36.6364,146.5547,298,NA,CARBOOR UPPER,NA,NA,NA
ASN00082165,-36.9502,146.0095,312.2,NA,STUMP HILL (BARJARG),NA,NA,NA
ASN00082166,-36.4186,146.5572,251,NA,BLOOMFIELD PARK (EVERTON),NA,NA,NA
ASN00082167,-36.5344,146.2181,174,NA,GRETA WEST,NA,NA,NA
ASN00082168,-36.2153,147.3189,247,NA,BULLIOH (SOLDIER SETTLERS RD),NA,NA,NA
ASN00082169,-36.1828,147.8938,290,NA,CORRYONG AIRPORT,NA,NA,9489
ASN00082170,-36.5523,145.9977,170.5,NA,BENALLA AIRPORT,NA,NA,9488
ASN00083000,-36.9064,146.2389,907,NA,ARCHERTON,NA,NA,NA
ASN00083001,-36.8799,147.062,-999.9,NA,OVENS RIVER @ HARRIETVILLE,NA,NA,NA
ASN00083002,-37,146,313.3,NA,BARJARG,NA,NA,NA
ASN00083003,-36.9456,147.7407,700,NA,BENAMBRA (EVANDALE),NA,NA,NA
ASN00083004,-36.8056,147.2239,718,NA,BOGONG,NA,NA,NA
ASN00083005,-36.7,147,305.4,NA,BRIGHT POST OFFICE,NA,NA,NA
ASN00083006,-37.0333,147.2667,-999.9,NA,COBUNGRA,NA,NA,NA
ASN00083008,-36.8064,146.625,344,NA,DANDONGADALE (MOUNTAIN VIEW),NA,NA,NA
ASN00083009,-37.15,146.1,-999.9,NA,DELATITE,NA,NA,NA
ASN00083010,-36.6344,146.8628,266,NA,EUROBIN,NA,NA,NA
ASN00083011,-36.9,147.5,-999.9,NA,GLEN VALLEY (GLEN WILLS),NA,NA,NA
ASN00083012,-36.8925,147.0644,396,NA,HARRIETVILLE,NA,NA,NA
ASN00083013,-37.0167,147.6667,688.8,NA,HINNOMUNJIE,NA,NA,NA
ASN00083014,-36.9833,147.15,1783.1,NA,HOTHAM HEIGHTS,NA,NA,NA
ASN00083015,-37.2333,146.15,295.7,NA,HOWQUA,NA,NA,NA
ASN00083016,-37.2,146.3,-999.9,NA,HOWQUA HILLS,NA,NA,NA
ASN00083017,-37.3014,146.1406,300,NA,JAMIESON,NA,NA,NA
ASN00083019,-37.0525,146.0872,316,NA,MANSFIELD (POST OFFICE),NA,NA,NA
ASN00083020,-37.05,146.0833,-999.9,NA,MANSFIELD 2,NA,NA,NA
ASN00083021,-37.1,146.2667,527,NA,MERRIJIG,NA,NA,NA
ASN00083022,-37.1,146.2,-999.9,NA,MERRIJIG,NA,NA,NA
ASN00083023,-36.745,147.1633,365.8,NA,MOUNT BEAUTY,NA,NA,NA
ASN00083024,-37.145,146.4394,1707,NA,MOUNT BULLER,NA,NA,9489
ASN00083025,-37.1011,147.598,685,NA,OMEO COMPARISON,NA,NA,NA
ASN00083026,-37.2,147.55,-999.9,NA,OMEO VALLEY,NA,NA,NA
ASN00083027,-36.8,147,-999.9,NA,SMOKO,NA,NA,NA
ASN00083028,-36.9,147.8,-999.9,NA,THE BROTHERS,NA,NA,NA
ASN00083029,-37,146.2,762,NA,TOLMIE (LANGLEY),NA,NA,NA
ASN00083030,-37,146.2,-999.9,NA,TOLMIE STATE SCHOOL,NA,NA,NA
ASN00083031,-36.7513,146.4156,240,NA,WHITFIELD,NA,NA,NA
ASN00083032,-36.8473,146.3225,816,NA,WHITLANDS (BURDER'S LANE),NA,NA,NA
ASN00083033,-37.5696,146.2541,680,NA,WOODS POINT,NA,NA,NA
ASN00083034,-37.6333,146.1333,1158.2,NA,THOMSON UPPER,NA,NA,NA
ASN00083035,-36.9257,147.423,800,NA,OMEO SHANNON VALE,NA,NA,NA
ASN00083036,-37.3667,146.2167,-999.9,NA,KEVINGTON (TEN MILE),NA,NA,NA
ASN00083037,-36.8633,147.2794,1510,NA,FALLS CREEK SEC,NA,NA,NA
ASN00083038,-36.6566,147.1283,295,NA,TAWONGA,NA,NA,NA
ASN00083039,-37.555,146.4933,1199,NA,CONNORS PLAIN RWC,NA,NA,NA
ASN00083040,-36.8,146.65,-999.9,NA,DANDONGADALE (ABBEYARDS),NA,NA,NA
ASN00083041,-37.1167,146.3,610,NA,TIMBERTOP,NA,NA,NA
ASN00083042,-37.5667,146.5833,-999.9,NA,LICOLA (WILLOW CREEK),NA,NA,NA
ASN00083043,-36.8756,147.2886,1661.2,NA,FALLS CREEK (ROCKY VALLEY),NA,NA,NA
ASN00083044,-37,146.1667,-999.9,NA,BARWITE (BARRAGUNDA),NA,NA,NA
ASN00083045,-37.6167,146.2833,-999.9,NA,JORDAN,NA,NA,NA
ASN00083046,-36.8,146.85,-999.9,NA,BUCKLAND LOWER,NA,NA,NA
ASN00083047,-37.25,146.0167,-999.9,NA,DARLINGFORD,NA,NA,NA
ASN00083048,-36.8667,147.4667,-999.9,NA,GLEN WILLS (DARVALL),NA,NA,NA
ASN00083049,-36.9167,147.45,-999.9,NA,GLEN WILLS (SHANNON VALE),NA,NA,NA
ASN00083050,-37.05,146.0833,315.8,NA,MANSFIELD (WOLVERTON),NA,NA,NA
ASN00083051,-37,147.1,-999.9,NA,MOUNT ST BERNARD,NA,NA,NA
ASN00083052,-37.1,147.5833,-999.9,NA,OMEO THE PINES,NA,NA,NA
ASN00083053,-36.6167,147.1167,-999.9,NA,TAWONGA,NA,NA,NA
ASN00083054,-36.9167,147.2833,-999.9,NA,BOGONG HIGH PLAINS,NA,NA,NA
ASN00083055,-37.0491,147.3347,1295.4,NA,DINNER PLAIN (MOUNT HOTHAM AI,R,NA,9490
ASN00083056,-37.3667,146.1667,313.3,NA,KEVINGTON,NA,NA,NA
ASN00083057,-36.6074,146.7888,235,NA,MYRTLEFORD (OVENS RESEARCH ST,A,NA,NA
ASN00083058,-36.8547,146.8581,500,NA,HALLS (BUCKLAND RIVER AT TWEL,V,NA,NA
ASN00083061,-36.7,146.9333,279,NA,POREPUNKAH,NA,NA,NA
ASN00083064,-36.941,147.7779,718,NA,BENAMBRA (THE BROTHERS),NA,NA,NA
ASN00083065,-36.819,146.4818,357,NA,CHESHUNT EURANGIE PARK,NA,NA,NA
ASN00083066,-37.605,146.2167,1207,NA,MATLOCK,NA,NA,NA
ASN00083067,-36.7313,146.9614,319,NA,BRIGHT,NA,NA,NA
ASN00083068,-37.0833,147.6,-999.9,NA,OMEO SHAMROCK PARK,NA,NA,NA
ASN00083069,-36.8333,147.5,-999.9,NA,SUNNYSIDE,NA,NA,NA
ASN00083070,-36.85,146.4,305,NA,CHESHUNT SOUTH,NA,NA,NA
ASN00083073,-36.722,146.8189,1350,NA,MOUNT BUFFALO CHALET,NA,NA,NA
ASN00083074,-36.9136,146.3864,440,NA,LAKE WILLIAM HOVELL RESERVOIR,NA,NA,NA
ASN00083077,-37.0322,146.3508,1202,NA,BALD HILL,NA,NA,NA
ASN00083078,-36.7667,146.7833,1555,NA,MOUNT BUFFALO (CRESTA),NA,NA,NA
ASN00083079,-36.7132,146.6717,280,NA,LAKE BUFFALO,NA,NA,NA
ASN00083080,-37.5164,145.9497,640,NA,BIG RIVER (MESSMATE RIDGE),NA,NA,NA
ASN00083081,-36.9833,147.1478,1750,NA,MOUNT HOTHAM,NA,NA,NA
ASN00083083,-36.7396,146.4671,365,NA,EDI UPPER,NA,NA,9583
ASN00083084,-36.8708,147.2755,1765,NA,FALLS CREEK,NA,NA,9490
ASN00083085,-36.9767,147.1342,1849,NA,MOUNT HOTHAM,NA,NA,9490
ASN00083086,-36.75,146.8833,152.4,NA,BROOKSIDE,NA,NA,NA
ASN00083090,-37.1017,147.6008,689.8,NA,OMEO,NA,NA,9490
ASN00083091,-37.3016,146.1489,340,NA,JAMIESON LICOLA RD,NA,NA,NA
ASN00084000,-37.1178,148.9653,793,NA,BENDOC PARK,NA,NA,NA
ASN00084001,-37.1136,147.8119,510,NA,BINDI,NA,NA,NA
ASN00084002,-37.1712,148.7228,673,NA,BONANG,NA,NA,NA
ASN00084003,-37.7073,147.8314,22,NA,BRUTHEN (POST OFFICE),NA,NA,NA
ASN00084004,-37.3,148.2,262.1,NA,BUCHAN (GILLINGALL),NA,NA,NA
ASN00084005,-37.5035,148.1692,140,NA,BUCHAN,NA,NA,NA
ASN00084006,-37.4,148.3,624.8,NA,BUTCHERS RIDGE POST OFFICE,NA,NA,NA
ASN00084007,-37.2789,148.2544,740,NA,BUTCHERS RIDGE,NA,NA,NA
ASN00084008,-37.7084,148.7093,25,NA,CABBAGE TREE CREEK,NA,NA,NA
ASN00084009,-37.5414,148.9386,98,NA,CLUB TERRACE,NA,NA,NA
ASN00084010,-37.4,149.0167,-999.9,NA,COMBIENBAR,NA,NA,NA
ASN00084011,-37.5,147.25,207.3,NA,DARGO,NA,NA,NA
ASN00084012,-37.4583,147.2519,205,NA,DARGO,NA,NA,NA
ASN00084013,-37.0667,148.8,1036,NA,DELEGATE RIVER,NA,NA,NA
ASN00084014,-37.106,148.6862,591,NA,DELLICKNORA  (TELLICURA),NA,NA,NA
ASN00084015,-37.3757,147.8373,240,NA,ENSAY,NA,NA,NA
ASN00084016,-37.5679,149.9158,15.2,NA,GABO ISLAND LIGHTHOUSE,NA,NA,9493
ASN00084017,-37.25,148.3,780,NA,GELANTIPY EAST,NA,NA,NA
ASN00084018,-37.4833,149.5667,-999.9,NA,GENOA,NA,NA,NA
ASN00084019,-37.75,147.25,-999.9,NA,GLENALADALE (LARAPINTA),NA,NA,NA
ASN00084020,-37.4194,147.1161,250,NA,HAWKHURST,NA,NA,NA
ASN00084021,-37.9,147.9,-999.9,NA,KALIMNA,NA,NA,NA
ASN00084022,-37.8833,148,5,NA,LAKES ENTRANCE POST OFFICE,NA,NA,NA
ASN00084023,-37.7833,148.5333,24.4,NA,MARLO,NA,NA,NA
ASN00084024,-37.6333,148.6833,-999.9,NA,MURRUNGOWAR,NA,NA,NA
ASN00084025,-37.8507,147.7664,11,NA,NICHOLSON (YENDALOCK),NA,NA,NA
ASN00084026,-37.5667,149.15,76.2,NA,NOORINBEE,NA,NA,NA
ASN00084027,-37.5333,149.15,88.4,NA,CANN RIVER FORESTRY,NA,NA,NA
ASN00084028,-37.7279,148.0958,30,NA,NOWA NOWA,NA,NA,NA
ASN00084029,-37.6667,148.1833,61,NA,NOWA NOWA (WAIREWA),NA,NA,NA
ASN00084030,-37.6917,148.4589,41,NA,ORBOST (COMPARISON),NA,NA,9491
ASN00084031,-37.7,148.5667,11,NA,BRODRIBB RIVER,NA,NA,NA
ASN00084032,-37.4,147.9,257.6,NA,REEDY FLAT,NA,NA,NA
ASN00084033,-37.5,148.5333,-999.9,NA,SARDINE CREEK,NA,NA,NA
ASN00084034,-37.75,147.7,-999.9,NA,SARSFIELD,NA,NA,NA
ASN00084035,-37.2618,147.7229,293,NA,SWIFTS CREEK,NA,NA,NA
ASN00084036,-37.75,148.9667,3,NA,BEMM RIVER (SYDENHAM INLET),NA,NA,NA
ASN00084037,-37.1794,147.7072,420,NA,TONGIO (BROOKLANDS),NA,NA,NA
ASN00084038,-37.1,148.3,853.4,NA,WULGULMERANG,NA,NA,NA
ASN00084039,-37.0707,148.5906,451,NA,TUBBUT,NA,NA,NA
ASN00084040,-37.3721,149.474,151,NA,WANGARABELL,NA,NA,NA
ASN00084041,-37.4667,149.6667,24.4,NA,GIPSY POINT,NA,NA,NA
ASN00084042,-37.3667,148.6833,280.4,NA,GOONGERAH LOWER,NA,NA,NA
ASN00084043,-37.2333,147.8833,1036.3,NA,BENTLEYS PLAINS,NA,NA,NA
ASN00084044,-37.0071,148.2666,919,NA,BLACK MOUNTAIN,NA,NA,NA
ASN00084045,-37.8526,148.0638,21,NA,LAKE TYERS,NA,NA,NA
ASN00084046,-37.4167,148.5833,-999.9,NA,MARTIN VALE,NA,NA,NA
ASN00084047,-37.8833,147.85,-999.9,NA,METUNG,NA,NA,NA
ASN00084048,-37.1167,147.8167,-999.9,NA,BINDI (LEOMINSTER),NA,NA,NA
ASN00084049,-37.2,148.7,-999.9,NA,BONANG (GOOMGERAH),NA,NA,NA
ASN00084050,-37.5,148.9,-999.9,NA,BOULDER FLAT,NA,NA,NA
ASN00084051,-37.5,148.1833,-999.9,NA,BUCHAN (ALMA VALE),NA,NA,NA
ASN00084052,-37.5,148.1833,-999.9,NA,BUCHAN (BASIN RANCH),NA,NA,NA
ASN00084053,-37.5,148.1833,-999.9,NA,BUCHAN STATE SCHOOL,NA,NA,NA
ASN00084054,-37.35,147.8,-999.9,NA,ENSAY,NA,NA,NA
ASN00084055,-37.35,147.8167,-999.9,NA,ENSAY (BOONAHBIRA),NA,NA,NA
ASN00084056,-37.4667,149.6667,-999.9,NA,GENOA (GIPSY POINT),NA,NA,NA
ASN00084057,-37.2167,148.2667,786,NA,GELANTIPY,NA,NA,NA
ASN00084058,-37.3,149.3,-999.9,NA,KOWAT,NA,NA,NA
ASN00084059,-37.55,149.6833,-999.9,NA,MALLACOOTA WEST,NA,NA,NA
ASN00084060,-37.7333,148.1167,-999.9,NA,NOWA NOWA RAILWAY STATION,NA,NA,NA
ASN00084061,-37.25,147.7167,487.7,NA,SWIFTS CREEK BUTTER FACTORY,NA,NA,NA
ASN00084062,-37.6,147.35,-999.9,NA,TABBERABBERA,NA,NA,NA
ASN00084063,-37.3,147,-999.9,NA,TALBOTVILLE,NA,NA,NA
ASN00084065,-37.25,147.6333,-999.9,NA,TONGIO WEST,NA,NA,NA
ASN00084066,-37.6,149.1,-999.9,NA,TONGHI CREEK 1,NA,NA,NA
ASN00084067,-37.3,149.4,-999.9,NA,WROXHAM,NA,NA,NA
ASN00084068,-36.95,148.3333,-999.9,NA,SUGGAN BUGGAN,NA,NA,NA
ASN00084069,-37.5333,149.4667,-999.9,NA,KARLO CREEK STATION,NA,NA,NA
ASN00084070,-37.8017,149.2747,27,NA,POINT HICKS (LIGHTHOUSE),NA,NA,9493
ASN00084072,-37.5697,149.0625,91,NA,TONGHI CREEK (POST OFFICE),NA,NA,NA
ASN00084073,-37.5667,149.75,12.2,NA,MALLACOOTA POST OFFICE,NA,NA,NA
ASN00084074,-37.4167,149.1833,178.3,NA,NOORINBEE NORTH,NA,NA,NA
ASN00084075,-37.55,148.8,-999.9,NA,GLENARTE,NA,NA,NA
ASN00084076,-37.2833,149.1333,335.3,NA,BULDAH,NA,NA,NA
ASN00084077,-37.15,148.8833,914.4,NA,BENDOC FORESTRY,NA,NA,NA
ASN00084078,-37.7513,147.7301,8,NA,SARSFIELD EAST,NA,NA,NA
ASN00084079,-37.6833,148.8,170.1,NA,MANORINA,NA,NA,NA
ASN00084080,-37.8167,147.6167,14,NA,BAIRNSDALE POST OFFICE,NA,NA,NA
ASN00084081,-37.8,147.6,15.2,NA,BAIRNSDALE (CLOVELLY),NA,NA,NA
ASN00084082,-37.8167,147.6167,51.8,NA,BAIRNSDALE 1,NA,NA,NA
ASN00084083,-37.8692,147.9961,43,NA,LAKES ENTRANCE,NA,NA,NA
ASN00084084,-37.5976,149.7289,22,NA,MALLACOOTA,NA,NA,9493
ASN00084085,-37.4315,149.0003,178,NA,COMBIENBAR,NA,NA,NA
ASN00084086,-37.8167,147.8667,-999.9,NA,SWAN REACH (TAMBO VALE),NA,NA,NA
ASN00084087,-37.5833,147.3667,116,NA,TABBERABBERA (THE PINES),NA,NA,NA
ASN00084089,-37.3333,147.6167,750,NA,BROOKVILLE,NA,NA,NA
ASN00084090,-37.5058,147.8476,195,NA,TAMBO CROSSING,NA,NA,NA
ASN00084091,-37.65,147.5333,-999.9,NA,BULLUMWAAL POST OFFICE,NA,NA,NA
ASN00084092,-37.7283,147.5167,152,NA,MELWOOD (BUNDALEER),NA,NA,NA
ASN00084093,-37.7132,148.3954,20,NA,BETE BOLONG (RUSSELLS ESTATE),NA,NA,NA
ASN00084094,-37.3161,148.0461,395,NA,BUCHAN (TIMBARRA),NA,NA,NA
ASN00084095,-37.4333,147.3167,472,NA,DARGO (HOMELEA),NA,NA,NA
ASN00084096,-37.5455,148.1357,240,NA,BUCHAN SOUTH,NA,NA,NA
ASN00084097,-37.6778,147.55,-999.9,NA,BULLUMWAAL,NA,NA,NA
ASN00084099,-37.8833,147.8833,6,NA,METUNG (BELL POINT),NA,NA,NA
ASN00084100,-37.8333,147.6206,10,NA,BAIRNSDALE WATERWORKS,NA,NA,NA
