name,SCHOOLID,ST03Q01,ST03Q02,ST04Q01,ST08Q01,ST09Q01,ST115Q01,ST11Q01,ST11Q02,ST11Q03,ST11Q04,ST11Q05,ST11Q06,ST13Q01,ST17Q01,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST28Q01,ST85Q01,ST85Q02,IC05Q01,IC06Q01,IC07Q01,IC08Q03,IC08Q04,IC08Q05,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV1MACC,PV2MACC,PV3MACC,PV4MACC,PV5MACC,PV1MACQ,PV2MACQ,PV3MACQ,PV4MACQ,PV5MACQ,PV1MACS,PV2MACS,PV3MACS,PV4MACS,PV5MACS,PV1MACU,PV2MACU,PV3MACU,PV4MACU,PV5MACU,PV1MAPE,PV2MAPE,PV3MAPE,PV4MAPE,PV5MAPE,PV1MAPF,PV2MAPF,PV3MAPF,PV4MAPF,PV5MAPF,PV1MAPI,PV2MAPI,PV3MAPI,PV4MAPI,PV5MAPI,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE
Australia,0000072,11,1996,Female,One or two times,None,1,Yes,Yes,No,No,No,No,NA,<ISCED level 3A>,Three or more,Three or more,One,Two,Two,26-100 books,Agree,Agree,02,02,02,Once or twice a week,Almost every day,Almost every day,533.7358,557.1039,566.4512,587.4825,573.4616,521.2728,494.7889,605.398,547.7567,622.5347,549.3145,516.5992,602.2823,569.5669,644.3449,571.1248,560.9986,607.7348,602.2823,654.4711,497.9047,494.01,582.0299,529.0622,595.2718,558.6618,589.8193,546.9777,531.399,541.5252,557.1039,609.2927,569.5669,563.3354,548.5356,557.8828,612.4085,563.3354,575.7984,569.5669,540.2937,599.0726,606.2214,637.9938,614.9588,521.0183,624.5244,600.2797,671.1488,631.0518
Australia,0000297,07,1996,Female,One or two times,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Two,Two,101-200 books,Strongly agree,Strongly agree,02,06,05,Every day,Every day,Every day,610.9285,599.2444,585.2236,614.0442,621.0547,596.9076,571.2027,677.1382,614.0442,581.3289,579.771,568.8659,669.3488,603.9181,569.6448,516.6771,533.8137,635.0756,586.7814,515.1192,601.5812,605.4759,678.6961,604.697,642.8649,575.0974,601.5812,589.8972,579.771,613.2653,585.2236,597.6866,578.9921,583.6657,574.3184,677.9171,668.5699,639.7492,631.9598,667.012,634.8166,642.7597,587.9523,602.2499,609.3987,631.7046,657.8142,623.3122,599.0675,651.2868
Australia,0000459,08,1996,Male,One or two times,One or two times,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Two,Two,Two,26-100 books,Agree,Agree,01,05,05,Once or twice a month,Almost every day,Almost every day,635.7766,615.5242,575.7984,606.177,670.0499,687.1865,589.0403,664.5973,599.1665,632.6609,678.6182,568.788,661.4815,586.7035,610.0717,711.3335,627.2083,690.3022,647.4607,679.3971,688.7444,610.0717,676.2814,621.7557,643.566,652.1343,651.3554,621.7557,637.3345,609.2927,684.8497,666.1552,634.2187,632.6609,633.4398,669.2709,635.7766,631.103,637.3345,613.1874,598.2328,558.9375,574.9764,552.5219,595.025,625.4569,577.9,589.0899,571.3726,604.9422
Australia,0000763,01,1997,Male,Five or more times,None,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Two,Two,26-100 books,NA,Agree,04,07,07,Once or twice a week,Every day,Every day,427.8782,376.4683,355.437,399.0575,371.0157,363.2264,396.7207,342.195,372.5736,400.6154,363.2264,437.2254,353.8791,397.4996,399.8364,366.3421,399.0575,352.3212,356.2159,409.9626,346.8687,389.7102,339.8582,377.2472,357.7738,367.9,398.2785,412.2994,390.4892,304.806,335.9635,373.3525,380.363,378.8051,296.2377,392.047,409.9626,427.0992,400.6154,319.6059,410.0163,405.2046,393.9774,437.2824,369.1171,449.2167,424.0395,422.1746,455.7441,347.5755
Australia,0000593,08,1996,Female,None,None,1,Yes,No,No,No,No,No,<ISCED level 2>,<ISCED level 1>,Two,One,One,One,Two,26-100 books,NA,NA,04,07,07,Once or twice a month,Never or hardly ever,Almost every day,486.2206,475.3155,494.01,518.936,501.7993,530.62,482.3259,481.547,461.2946,479.2102,566.4512,516.5992,529.0622,466.7472,490.8942,539.9673,491.6732,505.694,469.8629,462.8525,551.6513,520.4938,512.7045,483.1048,522.8307,477.6523,477.6523,490.1153,437.9265,493.231,466.7472,506.473,465.1893,455.0631,469.084,506.473,519.7149,495.5678,461.2946,536.0726,506.9327,491.0465,557.7685,515.6701,514.8758,490.0597,480.7348,545.0765,503.1145,496.5871
Australia,0000158,01,1997,Male,None,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,26-100 books,NA,NA,03,06,07,Every day,Every day,Almost every day,525.2454,563.4133,547.0556,561.0765,547.8346,621.0547,605.4759,584.4446,557.1818,532.2558,588.3393,576.6552,593.0129,564.1922,557.9607,567.308,537.7084,564.1922,526.8032,521.3507,582.8867,608.5917,617.9389,575.8763,575.0974,572.7606,601.5812,547.0556,543.9399,522.1296,575.0974,601.5812,524.4664,530.6979,508.1087,645.2017,667.7909,597.6866,628.8441,611.7074,574.1744,575.7783,569.3628,613.4697,557.3336,622.0067,594.9646,601.492,610.8169,604.2894
Australia,0000746,05,1996,Female,None,One or two times,1,Yes,Yes,Yes,No,No,No,"<ISCED level 3B, 3C>",<ISCED level 3A>,Three or more,Two,Three or more,Two,One,11-25 books,Agree,Agree,04,06,06,Never or hardly ever,Never or hardly ever,Every day,436.3686,473.7576,448.0527,423.9056,437.1475,461.2946,454.2842,453.5052,460.5157,363.9274,445.7158,429.3582,441.8212,424.6845,334.3278,373.2747,382.6219,410.6637,380.2851,303.1703,463.6314,465.9682,448.8316,441.0422,369.38,438.7054,427.0213,496.3468,426.2424,480.768,339.7803,352.2433,403.6532,305.5071,402.0953,448.0527,469.8629,500.2415,457.3999,508.0308,490.1727,498.1158,490.967,489.3784,525.9167,464.7893,451.7344,430.2872,449.8695,510.4812
Australia,0000706,04,1997,Male,Three or four times,None,2,Yes,Yes,Yes,Yes,No,No,NA,NA,Three or more,Three or more,One,Two,Three or more,0-10 books,Strongly agree,Strongly agree,07,06,06,Almost every day,Almost every day,Almost every day,343.7529,371.7947,402.9522,361.6685,353.8791,333.6267,303.2482,371.0157,399.0575,373.3525,312.5954,282.2169,361.6685,382.6998,392.826,318.8269,304.0271,364.0053,392.047,379.584,325.8374,319.6059,388.1524,392.826,379.584,352.3212,439.5622,371.7947,350.7634,391.2681,273.6485,375.6894,328.9531,266.6381,332.8478,306.3639,420.0888,342.974,332.8478,371.7947,342.4123,344.0162,371.2823,336.7987,335.1948,282.0216,306.2663,331.4435,296.9414,316.5237
Australia,0000059,06,1996,Female,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 2>,<ISCED level 1>,Three or more,One,Two,Three or more,One,More than 500 books,NA,NA,02,02,01,Never or hardly ever,Never or hardly ever,Almost every day,502.033,546.4325,523.0643,537.8642,516.8328,541.7588,555.7797,527.738,543.3167,542.5378,534.7484,541.7588,488.7911,489.57,515.275,518.3907,547.9903,529.2958,506.7067,530.8537,529.2958,519.9486,473.2123,485.6753,491.1279,550.3272,542.5378,532.4116,562.7902,530.8537,577.59,580.7057,546.4325,590.053,524.6222,597.8423,608.7475,562.7902,593.9477,563.5691,573.893,565.1556,544.5035,598.5166,562.7727,576.03510000000006,574.1701,591.8874,625.4569,590.0224
Australia,0000424,03,1997,Female,Three or four times,None,1,Yes,No,No,Yes,No,No,<ISCED level 3A>,NA,Three or more,Three or more,One,Three or more,One,11-25 books,NA,NA,05,07,07,Once or twice a week,Once or twice a week,Every day,330.3552,333.4709,386.4387,396.5649,363.8495,348.2708,329.5763,366.1863,356.8391,340.4814,356.8391,344.3761,370.081,375.5336,349.0497,307.766,294.5241,324.9026,313.9975,286.7347,374.7546,333.4709,384.8808,358.3969,348.2708,286.7347,320.229,328.7973,352.9444,332.692,328.7973,349.8286,384.8808,408.2489,385.6598,317.8922,348.2708,356.8391,368.5231,356.8391,365.7838,345.1317,399.1448,376.1098,340.3658,382.0776,363.4278,424.972,386.74,370.8877
Australia,0000748,09,1996,Male,Five or more times,One or two times,1,Yes,Yes,Yes,Yes,No,No,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>",Three or more,Three or more,Three or more,Three or more,None,26-100 books,NA,NA,02,01,07,Almost every day,Never or hardly ever,Every day,566.6848,568.2427,533.9695,597.0634,549.5482,636.7892,620.4315,571.3585,601.737,574.4742,631.3367,584.6004,561.2323,604.8528,549.5482,586.1583,541.7588,516.0539,558.1165,497.3594,578.3689,555.0008,539.422,523.0643,511.3803,523.8433,615.7579,565.9059,546.4325,569.8006,513.7171,628.9998,546.4325,561.2323,579.1478,569.0217,629.7788,590.8319,576.0321,619.6526,468.5583,551.1586,526.2983,509.4575,504.6458,557.3853,615.1996,608.6721,587.2249,547.1279
Australia,0000358,01,1997,Male,None,None,1,Yes,Yes,No,No,No,No,NA,NA,Three or more,Three or more,Three or more,Two,Two,0-10 books,Strongly agree,Strongly agree,04,04,04,Once or twice a week,Almost every day,Every day,306.5976,225.5881,298.8082,299.5872,308.9344,254.4088,271.5454,252.8509,245.8405,282.4505,166.3888,220.1355,174.9572,176.515,233.3775,249.7352,287.9031,297.2504,286.3452,311.2712,273.8822,298.0293,299.5872,274.6612,318.2817,261.4192,308.1555,260.6403,262.1982,331.5236,195.9885,275.4401,196.7674,212.3462,293.3557,280.8927,294.1346,285.5663,286.3452,357.2285,254.9201,159.4886,252.5142,266.1473,248.5045,304.7743,186.3484,275.8672,291.7195,299.1794
Australia,0000517,10,1996,Male,Three or four times,None,2,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Two,One,26-100 books,NA,NA,03,04,05,Every day,Every day,Every day,492.4521,482.3259,434.8107,473.7576,476.0944,453.5052,455.0631,455.0631,425.4635,461.2946,462.8525,448.8316,511.9255,450.3895,480.768,436.3686,430.916,442.6001,415.3373,470.6418,456.621,473.7576,511.9255,478.4312,485.4417,434.8107,445.7158,515.8202,415.3373,508.0308,434.0318,439.4843,503.3572,430.916,509.5887,477.6523,481.547,541.5252,446.4948,518.157,508.3347,507.5328,454.6044,520.3639,496.3056,537.5233,521.671,448.0045,496.4938,490.8989
Australia,0000124,11,1996,Male,One or two times,None,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Two,Two,11-25 books,Strongly agree,Strongly agree,03,03,04,Once or twice a week,Every day,Almost every day,597.1413,537.942,593.2466,555.8576,561.3102,537.1631,538.721,513.016,583.1204,540.2789,610.3832,576.11,542.6157,621.2884,562.0891,576.11,555.0787,517.6897,618.1726,541.0578,601.8149,611.9411,569.0995,622.8462,586.2362,560.5312,546.5104,540.2789,572.2153,530.1527,597.1413,576.8889,548.0682,585.4572,548.0682,620.5094,615.8358,615.0569,648.5512,581.5625,488.2861,465.0297,500.3153,486.6822,505.1269,582.6557,537.8963,557.4786,557.4786,580.7907
Australia,0000095,12,1996,Female,None,One or two times,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Two,Two,26-100 books,Strongly agree,Strongly agree,01,04,05,Once or twice a week,Almost every day,Almost every day,597.2971,581.7183,597.2971,598.855,591.8445,558.3502,623.781,601.9707,631.5703,595.7392,611.318,669.7383,647.928,678.3066,645.5912,543.5504,591.8445,586.392,577.0447,587.9498,566.1396,626.1178,590.2866,637.0229,593.4024,582.4973,591.8445,605.0865,633.1282,616.7705,551.3398,569.2553,585.613,601.1918,595.7392,573.15,587.1709,619.8863,633.9072,616.7705,686.4467,644.3483,617.3418,650.7028,626.0792,692.0366,603.4502,550.2984,601.5852,620.235
Australia,0000320,07,1996,Female,One or two times,None,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,One,One,Three or more,One,101-200 books,Agree,Disagree,05,04,04,Every day,Every day,Every day,479.4438,495.0226,476.3281,479.4438,484.8964,487.2332,540.9799,459.9704,523.0643,502.033,457.6336,516.0539,424.1393,491.1279,462.3072,498.9173,558.1165,479.4438,555.7797,520.7275,467.7598,516.8328,441.2759,509.8224,487.2332,514.496,574.4742,547.9903,535.5273,558.8955,494.2437,591.6108,519.9486,517.6118,541.7588,484.1175,507.4856,522.2854,481.7807,533.9695,484.9303,548.4751,551.6523,575.4816,534.9718,517.2883,563.9127,552.7229,575.1026,548.0604
Australia,0000319,01,1997,Male,One or two times,None,1,Yes,No,No,Yes,No,Yes,<ISCED level 3A>,NA,Three or more,One,Two,One,One,26-100 books,Strongly agree,Agree,04,05,05,Almost every day,Almost every day,Almost every day,642.0081,680.955,647.4607,668.492,659.1447,664.5973,651.3554,682.5129,617.861,603.8402,742.491,708.9967,760.4066,681.7339,677.8392,694.9759,692.639,714.4493,650.5764,660.7026,740.1542,695.7548,741.7121,689.5233,704.3231,642.0081,653.6922,695.7548,689.5233,695.7548,672.3867,708.9967,763.5224,747.1647,759.6277,613.9663,645.1239,637.3345,662.2605,674.7235,623.8148,678.3471,643.8635,627.0226,659.9024,655.9493,679.2615,619.5822,660.6117,663.4092
Australia,0000507,03,1997,Female,None,One or two times,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,"<ISCED level 3B, 3C>",Three or more,Three or more,Three or more,Two,Two,More than 500 books,Disagree,Disagree,02,03,04,Once or twice a month,Never or hardly ever,Every day,525.9464,575.0195,545.4198,598.3876,567.2301,579.6931,600.7244,557.8828,571.1248,564.8933,585.1457,576.5773,539.1883,570.3458,571.9037,571.9037,571.1248,543.083,544.6409,562.5565,629.5451,626.4294,596.8297,609.2927,631.8819,553.2092,550.0935,566.4512,532.9568,547.7567,603.0612,592.1561,604.6191,575.0195,595.2718,649.7975,640.4502,656.8079,616.3032,644.3449,509.3156,559.3571,503.7554,622.1076,503.7554,541.533,593.7523,521.0183,679.5412,527.5457
Australia,0000355,04,1997,Male,Five or more times,None,1,Yes,No,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Two,One,Three or more,One,Two,26-100 books,NA,NA,05,05,06,Once or twice a month,Never or hardly ever,Never or hardly ever,637.4124,654.549,689.6012,613.2653,659.22260000000006,638.9702,574.3184,594.5708,578.9921,610.9285,691.938,619.4968,634.2966,615.6021,655.3279,668.5699,601.5812,601.5812,614.8232,673.2435,652.2122,593.7919,649.0964,606.2549,626.5072,592.234,607.0338,661.5594,656.8858,637.4124,596.9076,596.1287,664.6752,687.2644,656.8858,629.623,590.6761,649.0964,683.3697,670.1277,632.1551,608.0967,624.1356,598.4734,597.6714,601.2122,626.3894,663.6889,585.3599,599.3473
Australia,0000119,04,1997,Female,One or two times,One or two times,2,Yes,Yes,Yes,No,Yes,Yes,<ISCED level 3A>,"<ISCED level 3B, 3C>",Three or more,Two,Three or more,Two,Two,201-500 books,NA,NA,02,02,02,Almost every day,Never or hardly ever,Never or hardly ever,403.809,363.3043,399.1354,405.3669,406.9248,372.6515,350.0623,399.1354,389.0092,394.4618,380.4409,370.3147,413.1563,417.8299,410.0405,424.8403,382.7777,415.4931,404.5879,431.8508,417.0509,399.9143,441.198,445.0927,452.1031,394.4618,343.0519,410.0405,436.5244,367.1989,398.3564,324.3574,410.0405,452.1031,347.7255,367.9779,360.1885,381.9988,408.4826,363.3043,430.4406,393.9023,394.6966,420.1146,403.4341,438.2134,408.3737,422.3611,423.2935,421.4286
Australia,0000295,05,1996,Female,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Two,Three or more,Two,One,26-100 books,Agree,Agree,04,04,04,Almost every day,Never or hardly ever,Every day,479.2881,480.067,487.0774,502.6562,468.3829,466.0461,441.899,471.4987,494.0879,459.8146,480.8459,457.4778,504.993,500.3194,475.3934,501.0983,494.8668,473.0566,545.4977,507.3298,487.0774,474.6144,497.2036,515.1192,494.0879,541.6031,526.8032,463.7093,447.3516,502.6562,514.3402,519.0139,437.2254,402.9522,452.8042,550.1714,531.4769,487.0774,454.3621,515.1192,530.762,550.6197,524.4075,498.9896,525.2018,475.6061,500.7833,489.5934,477.4711,458.8213
Australia,0000566,01,1997,Female,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,One,Two,Two,More than 500 books,NA,NA,02,07,07,Once or twice a week,Almost every day,Every day,548.5356,597.6087,591.3772,580.472,532.9568,598.3876,561.7775,589.8193,622.5347,587.4825,562.5565,542.3041,558.6618,600.7244,564.1143,650.5764,609.2927,630.324,680.955,659.1447,612.4085,608.5138,617.0821,629.5451,617.0821,616.3032,593.714,596.8297,586.7035,595.2718,594.4929,584.3667,592.1561,609.2927,608.5138,612.4085,591.3772,627.9872,631.103,612.4085,618.0566,632.3542,615.6737,645.8575,595.0217,576.6878,609.3249,635.4345,626.1097,560.8355
Australia,0000649,01,1997,Female,None,None,1,Yes,Yes,Yes,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,One,Two,Three or more,More than 500 books,Agree,Agree,05,06,07,Every day,Every day,Every day,634.4524,588.4951,555.0008,609.5264,591.6108,590.053,548.7693,565.9059,611.0843,588.4951,562.0112,519.1697,521.5065,573.6953,547.9903,641.4628,604.8528,608.7475,665.6099,665.6099,589.274,551.885,553.4429,617.3158,586.9372,539.422,528.5169,581.4847,554.2218,535.5273,593.1687,584.6004,643.0207,617.3158,576.0321,564.348,582.2636,600.1792,591.6108,579.9268,610.4313,590.5735,544.5035,624.7289,592.1621,597.4823,594.6848,538.7355,613.3346,576.03510000000006
Australia,0000128,05,1996,Male,None,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Two,Three or more,Three or more,None,11-25 books,Agree,Agree,06,06,05,Every day,Almost every day,NA,524.5443,484.8185,491.8289,522.9864,540.902,535.4494,585.3014,569.7227,522.2075,494.9447,537.7863,579.8489,561.9333,516.7549,488.7132,513.6392,566.6069,544.7967,477.8081,474.6923,491.8289,526.8811,525.3233,479.3659,492.6079,506.6288,537.7863,523.7654,556.4808,537.7863,497.2815,526.1022,493.3868,546.3546,526.1022,491.8289,510.5234,494.1658,527.66010000000006,514.4181,493.8195,462.5437,501.839,493.0176,484.1962,516.2626,468.7057,518.1276,508.8027,479.8956
Australia,0000752,09,1996,Female,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Three or more,Three or more,201-500 books,Strongly agree,Strongly agree,02,03,03,Once or twice a week,Never or hardly ever,Every day,550.8724,526.7253,539.9673,552.4303,558.6618,580.472,623.3136,605.398,596.0508,555.546,599.9455,662.2605,620.9768,621.7557,567.2301,526.7253,587.4825,525.1675,529.0622,470.6418,525.9464,575.0195,540.7462,556.325,484.6627,546.1988,559.4407,571.1248,558.6618,553.9882,534.5147,539.9673,575.0195,542.3041,548.5356,571.1248,569.5669,573.4616,519.7149,551.6513,610.193,555.3856,551.414,567.3002,576.0376,625.4569,572.3051,544.3305,569.5076,597.4823
Australia,0000355,02,1997,Female,One or two times,One or two times,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,One,Three or more,Two,One,101-200 books,Agree,Strongly agree,03,03,04,Almost every day,Never or hardly ever,Never or hardly ever,669.2709,659.1447,710.5546,688.7444,684.8497,661.4815,653.6922,641.2292,681.7339,689.5233,663.8184,648.2396,656.8079,705.881,699.6495,636.5555,605.398,606.9559,656.029,677.0603,668.492,685.6286,644.3449,721.4597,698.0916,674.7235,627.2083,623.3136,668.492,660.7026,693.418,656.8079,652.1343,666.1552,668.492,672.3867,657.5869,643.566,669.2709,677.8392,661.0288,711.8647,773.8209,733.311,760.3176,612.2156,694.2745,712.9243,693.342,709.1943
Australia,0000533,10,1996,Male,None,None,1,Yes,Yes,Yes,Yes,NA,NA,<ISCED level 3A>,"<ISCED level 3B, 3C>",Three or more,Three or more,Three or more,Three or more,Two,26-100 books,Strongly agree,Agree,04,05,06,Almost every day,Almost every day,Almost every day,563.3354,664.5973,639.6713,649.0185,660.7026,575.7984,594.4929,631.8819,633.4398,591.3772,628.7662,641.2292,667.713,670.0499,625.6504,522.8307,545.4198,582.0299,568.009,542.3041,590.5982,624.8715,608.5138,624.8715,621.7557,570.3458,607.7348,645.1239,630.324,580.472,546.9777,600.7244,614.7453,603.0612,567.2301,564.8933,638.8924,618.64,647.4607,594.4929,587.7273,637.4479,598.1526,651.081,627.0226,599.0675,621.4472,607.4599,642.8944,636.367
Australia,0000664,11,1996,Male,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,"<ISCED level 3B, 3C>",Three or more,Two,Three or more,Two,Two,201-500 books,Strongly agree,Strongly agree,03,04,05,Never or hardly ever,Almost every day,Almost every day,603.217,592.3119,636.7113,583.7436,642.1639,596.2066,620.3536,597.7644,619.5747,632.8166,580.6278,563.4912,529.9969,609.4485,576.7331,624.2483,628.922,615.68,656.1848,632.8166,602.4381,589.9751,585.3014,625.0273,572.0595,650.7322,596.9855,658.5216,636.7113,591.5329,637.4903,545.5756,636.7113,602.4381,560.3754,592.3119,529.2179,588.4172,564.2701,506.6288,585.963,545.0638,560.3008,577.9436,525.8171,631.2383,579.019,626.5759,652.6856,618.1835
Australia,0000593,07,1996,Male,One or two times,None,1,No,No,No,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,26-100 books,NA,NA,99,99,99,NA,NA,NA,368.601,395.8638,365.4853,367.0432,360.0327,328.8752,327.3173,329.6542,297.7177,320.3069,335.1067,353.8012,355.3591,310.1807,344.454,374.8325,395.0849,370.1589,360.8117,354.5802,368.601,363.1485,372.4957,338.2225,379.5062,336.6646,332.7699,364.7063,336.6646,393.527,348.3487,370.1589,383.4008,372.4957,415.3373,353.0223,375.6115,415.3373,384.1798,444.158,261.4158,295.0975,283.0683,299.9092,275.0489,353.1705,365.2928,326.1283,375.5502,322.3984
Australia,0000023,02,1997,Female,One or two times,None,1,Yes,Yes,NA,Yes,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Two,Two,26-100 books,Strongly agree,Agree,02,04,05,Once or twice a week,Almost every day,Every day,679.0855,687.6538,658.0542,693.1064,682.2013,673.633,621.4442,683.7592,659.6121,738.2848,656.4963,593.4024,675.9698,661.17,739.8427,585.613,580.9394,654.9385,631.5703,681.4223,668.1804,650.2648,680.6434,664.2857,756.9793,647.928,640.1387,701.6747,682.2013,672.0751,671.2962,660.391,749.1899,703.2326,697.78,712.5798,711.8009,753.0846,771.0002,750.7478,684.0638,722.1907,658.6459,658.6459,649.9085,710.6863,769.433,678.9817,705.0914,679.9142
Australia,0000321,04,1997,Female,None,One or two times,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,One,Two,One,11-25 books,NA,NA,03,05,06,Every day,Every day,Every day,374.0536,405.99,391.9692,341.3382,359.2538,268.897,275.1285,337.4435,328.8752,312.5175,344.454,317.9701,391.9692,400.5375,387.2955,309.4018,308.6228,370.1589,388.8534,358.4748,351.4644,358.4748,403.6532,398.9796,367.8221,401.3164,379.5062,381.064,371.7168,348.3487,368.601,319.528,321.8648,331.991,308.6228,427.0213,392.7481,414.5583,411.4426,373.2747,341.7162,381.4317,391.7577,365.5455,289.2917,345.7106,392.3349,379.2801,371.8202,271.1115
Australia,0000680,11,1996,Female,None,None,1,Yes,No,Yes,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,One,Three or more,11-25 books,NA,NA,04,05,05,Once or twice a week,Once or twice a week,Almost every day,499.6962,435.0444,466.9808,421.0235,406.2237,452.96,424.1393,399.9922,461.5283,374.2873,448.2863,408.5605,400.7711,424.9182,371.9505,516.0539,511.3803,504.3698,518.3907,468.5387,490.349,467.7598,463.8651,482.5596,415.571,476.3281,406.2237,436.6023,452.181,419.4656,482.5596,410.1184,484.8964,477.886,426.4761,441.2759,346.2455,379.7398,392.2028,374.2873,479.3701,430.9172,449.9806,431.7115,399.1448,421.2421,431.4994,442.6893,440.8243,386.74
Australia,0000631,04,1997,Female,One or two times,One or two times,1,Yes,Yes,Yes,No,No,No,"<ISCED level 3B, 3C>",<ISCED level 2>,Three or more,Three or more,One,Three or more,One,0-10 books,NA,NA,02,07,07,Never or hardly ever,Every day,Every day,318.9048,319.6838,403.0301,324.3574,371.8726,323.5784,325.9153,331.3678,346.1676,303.3261,314.2312,321.2416,343.0519,345.3887,306.4418,318.1259,330.5889,352.3991,378.883,347.7255,380.4409,380.4409,371.8726,397.5775,353.1781,390.5671,397.5775,412.3773,373.4304,397.5775,350.0623,352.3991,403.0301,315.7891,350.0623,293.9788,319.6838,332.1468,293.1999,313.4523,339.8892,390.7251,394.6966,366.1015,376.4275,320.7199,361.7493,364.5468,361.7493,336.5722
Australia,0000152,01,1997,Male,None,None,1,Yes,Yes,Yes,Yes,NA,NA,<ISCED level 3A>,<ISCED level 3A>,One,Three or more,Two,Three or more,Two,0-10 books,Strongly agree,Agree,07,03,03,Never or hardly ever,Never or hardly ever,Never or hardly ever,409.1058,446.4948,443.379,391.1902,436.3686,402.8743,427.8003,398.9796,406.769,377.9483,413.7794,430.1371,398.9796,398.9796,384.9587,413.0005,433.2528,408.3268,424.6845,391.1902,364.7063,389.6323,341.3382,356.917,342.8961,440.2633,413.0005,402.8743,383.4008,384.1798,430.1371,395.0849,426.2424,372.4957,391.1902,462.8525,399.7585,430.916,407.5479,388.0745,332.7889,369.6784,390.529,332.7889,327.9773,396.9974,437.0944,447.3517,397.9299,419.3771
Australia,0000631,03,1997,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,97,NA,NA,NA,418.453,401.3164,390.4113,409.8847,374.8325,305.5071,361.5906,388.8534,365.4853,337.4435,339.0014,403.6532,423.1267,403.6532,367.0432,239.2974,331.991,338.2225,314.8543,265.7813,319.528,360.8117,395.8638,364.7063,340.5593,398.9796,389.6323,364.7063,370.9378,391.9692,355.3591,327.3173,300.0545,311.7386,346.0118,372.4957,337.4435,341.3382,364.7063,350.6855,403.5929,394.0612,397.2384,405.9758,375.7921,436.8146,422.8273,418.1649,425.6248,374.3379
Australia,0000354,12,1996,Male,None,None,1,Yes,Yes,Yes,Yes,NA,NA,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,Three or more,Two,One,26-100 books,Strongly agree,Strongly agree,01,05,06,Never or hardly ever,Never or hardly ever,Every day,450.5453,485.5974,548.6914,457.5557,512.8603,487.9343,499.6183,463.0083,485.5974,487.9343,481.7028,466.9029,442.7559,452.1031,479.3659,495.7236,508.1866,472.3555,514.4181,488.7132,504.2919,530.7758,473.1344,517.5339,515.976,501.9551,490.2711,551.8071,489.4921,525.3233,445.8716,452.1031,523.7654,445.8716,487.1553,494.1658,495.7236,527.66010000000006,475.4713,559.5965,499.4331,463.3456,536.3226,496.2254,498.6312,488.288,487.3555,538.6423,484.558,509.7352
